specimenID,materialName,materialStockID,specimenPreparation,testStandards,particleSize [µm],particleSizeUnit,percentOfMass [%],percentOfMassUnit,testType
RR_14_P-35-14,IN625,NIST_IN625_RR_Feedstock_Picatinny,Virgin Powder in Dispenser,ASTM B214-07,20,micrometer,8.35,%,PARTICLESIZE-SIEVING
RR_14_P-35-14,IN625,NIST_IN625_RR_Feedstock_Picatinny,Virgin Powder in Dispenser,ASTM B214-07,25,micrometer,12.31,%,PARTICLESIZE-SIEVING
RR_14_P-35-14,IN625,NIST_IN625_RR_Feedstock_Picatinny,Virgin Powder in Dispenser,ASTM B214-07,32,micrometer,18.13,%,PARTICLESIZE-SIEVING
RR_14_P-35-14,IN625,NIST_IN625_RR_Feedstock_Picatinny,Virgin Powder in Dispenser,ASTM B214-07,38,micrometer,19.37,%,PARTICLESIZE-SIEVING
RR_14_P-35-14,IN625,NIST_IN625_RR_Feedstock_Picatinny,Virgin Powder in Dispenser,ASTM B214-07,45,micrometer,17.7,%,PARTICLESIZE-SIEVING
RR_14_P-35-14,IN625,NIST_IN625_RR_Feedstock_Picatinny,Virgin Powder in Dispenser,ASTM B214-07,53,micrometer,18.92,%,PARTICLESIZE-SIEVING
RR_14_P-35-14,IN625,NIST_IN625_RR_Feedstock_Picatinny,Virgin Powder in Dispenser,ASTM B214-07,63,micrometer,4.6,%,PARTICLESIZE-SIEVING
RR_14_P-35-14,IN625,NIST_IN625_RR_Feedstock_Picatinny,Virgin Powder in Dispenser,ASTM B214-07,75,micrometer,0.04,%,PARTICLESIZE-SIEVING
RR_7_P-28-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,20,micrometer,11.99,%,PARTICLESIZE-SIEVING
RR_7_P-28-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,25,micrometer,15.29,%,PARTICLESIZE-SIEVING
RR_7_P-28-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,32,micrometer,18.51,%,PARTICLESIZE-SIEVING
RR_7_P-28-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,38,micrometer,19.54,%,PARTICLESIZE-SIEVING
RR_7_P-28-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,45,micrometer,17.99,%,PARTICLESIZE-SIEVING
RR_7_P-28-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,53,micrometer,13.77,%,PARTICLESIZE-SIEVING
RR_7_P-28-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,63,micrometer,2.3,%,PARTICLESIZE-SIEVING
RR_7_P-28-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,75,micrometer,0.02,%,PARTICLESIZE-SIEVING
RR_13_P-34-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,20,micrometer,14.3,%,PARTICLESIZE-SIEVING
RR_13_P-34-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,25,micrometer,16.57,%,PARTICLESIZE-SIEVING
RR_13_P-34-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,32,micrometer,19.69,%,PARTICLESIZE-SIEVING
RR_13_P-34-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,38,micrometer,15.66,%,PARTICLESIZE-SIEVING
RR_13_P-34-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,45,micrometer,16.55,%,PARTICLESIZE-SIEVING
RR_13_P-34-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,53,micrometer,14.98,%,PARTICLESIZE-SIEVING
RR_13_P-34-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,63,micrometer,1.92,%,PARTICLESIZE-SIEVING
RR_13_P-34-14,IN625,NIST_IN625_RR_Feedstock_WesternIllinois,Virgin Powder in Dispenser,ASTM B214-07,75,micrometer,0.06,%,PARTICLESIZE-SIEVING
